label,Sent
neu,ปตทติงตรึงราคาlpgไม่มีกำหนดให้นำเงินกองทุนน้ำมันรับภาระแทน
neu,pttarเลิกผลิตเบนซินขายส่งป้อนปิโตรฯใช้เองกันความเสี่ยงการ
neg,ปตทมึนมาร์คตรึงแอลพีจียาวนำเข้าทะลุ1ล้านตัน
neg,ปตทบักโกรกตรึงแอลพีจีเอ็นจีวีแนะดึงเงินกองทุนน้ำมันรับ
neg,ปตทลั่นอั้นแค่หมื่นล้านพอแล้วภาระlngngv
neg,ปตทสวนหมัดรัฐหยุดหนุนเอ็นจีวี
neg,ชีพจรโลกธุรกิจปตทชี้แนวโน้มราคาน้ำมัน
neg,ปตทเล็งรื้อแผนลงทุนเอ็นจีวีใหม่เหตุกพชเบรกปรับขึ้นราคาขาย
neg,newsข่าวสั้นปตทร่วมเอกชนพัฒนาไบโอดีเซล
neg,banpuptteppttฟื้นไข้กูรูชี้ช่องลงทุนแนะสะสมเข้าพอร์ต
neg,ปตทเล็งเลื่อนรับซื้อก๊าซฯพิษศกฉุดยอดใช้ลด9
neg,ปตทเซ็งรัฐเบรกขึ้นเอ็นจีวีรื้อแผนลงทุน
neg,ปตทรื้อโครงการเอ็นจีวีเจ๊งหมื่นล้าน
neg,สะเก็ดเศรษฐกิจปตทติงมีภาระเพิ่ม
neg,แวดวงนักลงทุน30ปีปตท
neg,แวดวงยานยนต์ปตทเซ็นพัฒนาพลังงานร่วม
neg,ptteptrimsvolumeforecast
neg,อย่าตื่นตกใจน้ำมันขาดตลาดปตทบอกตึงตัวเหตุปิดซ่อม
neg,มอเตอร์ช็อปน้ำมันเครื่องกึ่งสังเคราะห์ptt
pos,ย่อยเศรษฐกิจปตทรื้อแผนลงทุนเอ็นจีวี
pos,ย่อยโลกเศรษฐกิจปตทเล็งเลื่อนรับซื้อก๊าซฯ
pos,ปตทเร่งรีไฟแนนซ์ระดมทุน65หมื่นล
pos,ptttoraiseb65bnforinvestments
pos,ย่อยข่าวห้องค้าปตทสผตั้งบริษัทย่อย
pos,หน้ากระดานเรียงห้าถ้าไม่ขึ้นค่าก๊าซปตทจะเจ๊ง
pos,columninthenewspttplanstoborrowbt65bn
neu,ย่อยข่าวปตทกู้6หมื่นลหนุนแผน5ปี
neu,ย่อยข่าวปตทสผตั้งบริษัทขุดน้ำมันพม่า
neu,ปตทไฟเขียวกู้เงิน65หมื่นล้านรีไฟแนนซ์ขยายธุรกิจยาว5ปี
neu,pttหาเงิน5ปี65หมื่นลเปิดซื้อหุ้นคืน
neu,newsข่าวสั้นpttepตั้งบริษัทย่อยในพม่า
neu,pttepลุ้นกำไรโต54
neu,รอบรู้หุ้นการเงินpttepตั้งบริษัทย่อย
neu,รอบรู้หุ้นการเงินpttแผนจัดหาเงินกู้5ปี
neu,ย่อยข่าวเศรษฐกิจปตทจุกกู้เพิ่ม65หมื่นล
neu,ปตทเล็งกู้5ปี65หมื่นลแก้เกณฑ์เอื้อซื้อหุ้นคืน
neu,pttarคาดขาดทุน11พันล้านค่ากลั่นลดแบกสต็อกน้ำมันสูง
neu,ปตทบฮีโน่พัฒนาไบโอดีเซลสำเร็จ
neu,เบนซินพุ่งดีเซลลงปตทจ่อขึ้นอีกรอบอ้างค่าการตลาดต่ำ
neu,ปตทดึงเอกชนตั้งปั๊มเอ็นจีวีลดภาระ15พันล้าน
neu,ปตทลดแผนลงทุนเอ็นจีวี29
neu,pttcfosneedtobeflexibletorideoutthe
neu,pttหั่นงบลงทุนngvตัดเหลือแค่7พันล้าน
neu,ชีพจรโลกธุรกิจปตทหนุนเอกชนเปิดปั๊มngv
neu,ปตทปรับแผนหลังยอดใช้ก๊าซหด10
neu,เอกชนพับแผนลงทุนปั๊มngvปตทซึมยอดใช้วูบแล้ว10
neu,ไฟแนนเชียลไดเจสต์pttarเพิ่มดอกเบี้ยหุ้นกู้แลก
neu,ปตทยอมขาดทุน
pos,newsupdateปตทสผเจ๊ง2000ล้านบ่อก๊าซพม่า
pos,แฟ้มหุ้นpttepตั้งบริษัทในพม่า
pos,ย่อยข่าวห้องค้าปตทแยกทรัพย์สิน
pos,ข่าวห้องค้าปตทโอนสินทรัพย์คืนคลัง
pos,columninbriefptttransfersassets
pos,ปตทเปิดปั๊มngvใหญ่สุดริมวิภาฯ14หัวจ่ายรับรถได้กว่า2500
pos,20กองทุนต่างชาติเชียร์เก็บปตทสผ
neu,รายงานพิเศษรื้อโครงสร้างพลังงานลดอำนาจผูกขาดปตท
neu,ปตทควักเงินซื้อหัวรถจักรรองรับวิ่งขนส่งก๊าซแอลพีจี
neu,columnbriefsptttocompletelngimportterminal
neu,ปตทโล่งยอดใช้แอลพีจีนำเข้าหดเหลือ3หมื่นตัน
neu,ปตทกับข้อเท็จจริงlpgตอบโจทย์ทำไมจำเป็นต้องขึ้นราคา
neu,โบรกคาดปตทสผกำไรปี52ลด35
neu,ปตทแจงปรับlpgไม่ได้รับประโยชน์ช่วยแก้ปัญหาเรื้อรัง
neu,ปตทพับแผนท่าเรือแอลพีจีลงทุนไม่คุ้มปริมาณการนำเข้าลดลง
neu,ปตทปัดได้ประโยชน์ขึ้นราคาlpgย้ำยังแบกภาระอีกโลละ23บาท
neu,newsข่าวสั้นpttepแจ้งวันปิดสมุดทะเบียนพักการโอน
neu,รอบรู้หุ้นการเงินpttepโอนกรรมสิทธิ์หุ้นกู้
neg,ปตทตะล่อมรัฐขึ้นแอลพีจีขนส่งอุตฯ
neg,ปตทผวาคนหันซบแอลพีจีกบงไฟเขียวทยอยขึ้นน้ำมันลิตรละ155
neg,ชีพจรโลกธุรกิจปตทหนุนงบผลิตเสื้อเกราะ
neg,ปตทยันต้องนำเข้าแอลพีจีเพิ่มผุดโรงแยกก๊าซไม่ช่วยแก้ปัญหา
neg,ปตทจับมือฮีโน่ร่วมพัฒนาไบโอดีเซล
neg,columnbriefspttphilippinessets500mpeso
neg,pttวอนรัฐไขก๊อกราคาlpgหุ้นโรงกลั่นไม่หวั่นภาษีน้ำมัน
neg,กพน้ำมันขึ้น155บาทโวยรัฐอุ้มปตท8พันล
neg,pttเปิดตัวเสื้อเกราะชูผลิตในปทคุณภาพสูง
neg,เสื้อเกราะปตท
neg,ผู้ใช้แอลพีจีข้องใจทุ่ม8พันลอุ้มปตท
neg,ตื่นน้ำมันแพงแห่ซื้อกักตุนปตทให้ทำใจขาดตลาด2วัน
neg,จับประเด็นปตทสผโชว์กำไร41หมื่นล้าน
neg,ลดเกรดpttar
neg,pttarratingsdowngradedbyfitch
neg,ปตทสผโชว์ปี51กำไรโตเติบโต46ผลิตเพิ่มราคาดี
neg,ปตทถกชาวบ้านท่อส่งก๊าซระยองแก่งคอย
neg,ปตทปรับราคาน้ำมันแก๊สโซฮอล์95ทะลุ20บาท
neg,ฟิทช์ฯลดเรตติ้งpttarขาดทุนสต๊อกสภาพคล่องหด
neg,โฆษณาแฝงหน้าต่างโลกพลังงานปตทเดินหน้าส่งเสริม
neg,pttarสั่งลุยโรงอะโรเมติกส์3มั่นใจปีนี้พลิกมีกำไรพ้นภาระ
neg,pttepกำไรพุ่ง41หมื่นลปันผลครึ่งหลัง256บาท
neg,ทำเนียบทันหุ้นปตทมอบบัตรเติมน้ำมัน
neg,เก็บpttchเข้ากรุไม่ผิดหวังถือยาวแจ๋วแต่จีรศักดิ์
neg,stockmonitorsถือpttarราคาเป้าหมาย1060บาท
neg,stockmonitorsถือpttepราคาเป้าหมาย94บาท
neg,มอเตอร์ช็อปน้ำมันเครื่องสังเคราะห์ptt
neg,pttepปีนี้เกินแสนล้านราคาต่ำ100ถูกเกินไป
neg,กู้นอก7หมื่นล้านพยุงรสกกรณ์ขันนอตปตทบินไทย
neg,pttarชี้ฐานะไม่แย่หวังปีนี้ดี
neg,ปตทนำเข้าเบนซินดีเซลถึงเมยโรงกลั่นชี้เป็นเหตุการณ์
neg,columninbriefpttepclosesdeal
neu,pttarเลิกร่วมsprcธุรกิจโรงกลั่นน้ำมันมั่นใจปีนี้มีเห็นกำไร
neu,ปตทจ่อออกหุ้นกู้ล๊อตแรกหมื่นล้านเน้นแบบระยะยาว5ปีระดมทั้ง
neu,columnbriefspttarendsalliance
neu,pttarเดินเครื่องอะโรเมติกส์2ดันกำลังผลิตทะยาน226ล้านตัน
neu,รอช็อปคู่หูpttpttepรับราคาน้ำมันพุ่งมีคเมย
neu,รอบรู้หุ้นการเงินpttarยกเลิกกลั่นร่วม
neu,ชีพจรโลกธุรกิจปตทเตรียมระดมเงิน4หมื่นล้าน
neu,pttarผลิต22ล้านตัน
neu,pttarเดินเครื่องโรงอะโรเมติกส์ที่2ลุยผลิตเพิ่มล้านตัน
neu,siamenergyปตทโต้ไม่มีเอี่ยวขึ้นราคาlpg
neu,pttqhจ่อขายหุ้นกู้หมื่นล้าน
pos,ร้านแก๊สยื้อลดค่าส่ง5บาทปตทต้นทุนพุ่งจ้องขึ้นเอ็นจีวีอีก
pos,ปตทบางจากตัดท่อบี100
pos,ผู้ค้าlpgขอลดค่าขนส่งลง5บถังปตทจ่อขึ้นngvรอดูภาษีน้ำมัน
pos,exclusiveinterviewnaturalgaspttexec
pos,พิษน้ำมันฉุดปันผลปตท
pos,ปตทหนุนe85
pos,ร้านค้าแอลพีจียังไม่ลดค่าขนส่งให้ลูกค้าปตทวอนรัฐบาลปล่อยผี
pos,ปตทชี้อาจนำเข้าlpgได้แค่เมย
pos,ปตทเลิกอุ้มก๊าซแอลพีจี
pos,ปตทขู่เลิกนำเข้าแอลพีจีหนีขาดทุน
pos,ptttolimitlpgsubsidytob10bn
pos,ปตทลั่นเลิกอุ้มแอลพีจีเมยนี้
pos,ปตทเตรียมปลดแอกหนี้แอลพีจีอั้นเต็มที่ได้แค่หมื่นล้านส่ง
pos,แย้มแบ่งขึ้นราคาน้ำมันต่อหลายขยักปตทภาวะอ่วมตื้อรัฐบาลขยับ
pos,เกาะติดสถานการณ์ปตทขู่หยุดนำเข้าแอลพีจีหลังเมย
pos,ปตทโวยนำเข้าน้ำมันพุ่งหลังราคาลดพลังงานเดินหน้าโขลกภาษีเต็ม
pos,ปตทลั่นแบกแอลพีจีแค่หมื่นล้านพลังงานกร้าวไม่คิดขยับราคา
pos,ขยายเวลาขึ้นภาษีน้ำมันปตทลั่นเลิกแบกแอลพีจียอดผลาญพุ่ง
pos,ปตทจี้รัฐขึ้นแอลพีจีขู่เลิกแบกส่วนต่าง
pos,ปตทปลดแอกอุ้มแอลพีจี
pos,ปตทจี้รัฐปรับโครงสร้างพลังงานใหม่แนะลงทุนพลังงานทดแทนรับ
pos,columnbriefspossiblegasbailoutforptt
pos,พลังงานชดเชยราคาแอลพีจีผ่อนเดือนละพันล้านคืนปตท
pos,แท็กซี่ฉุนปตทยุอภิสิทธิ์ยึดคืนรัฐ
pos,ชาวบ้านตกใจปตทขาดทุนสวนกระแสวิกฤติน้ำมันโลกทะยานไม่หยุด
pos,พลังงานผ่อนปตทเดือนละพันล
pos,บางจากโอดค่าการตลาดหดเบนซินดีเซลแค่1บาทปตทชี้นำเข้า
neu,โฆษณาแฝงหน้าต่างโลกพลังงานปตทมุ่งพัฒนา
neu,สั่งกองทุนน้ำมันจ่ายหนี้แก๊สหวั่นปตทอ่วมเลิกนำเข้าแหยง
neu,แฟ้มหุ้นpttarยกเลิกสัญญาการกลั่นร่วม
neu,ปตทสผส่อลดเป้ายอดขายปิโตรเลียมเหตุปริมาณการใช้ก๊าซฯใน
neu,รัฐเล็งทยอยจ่ายหนี้แอลพีจีคืนปตท
neu,กลยุทธ์เพื่ออยู่รอดของปตท
neg,พลังงานแจ้นจ่ายหนี้คืนปตท
neg,ปตทดึงโอเพ่นซอร์สแก้วิกฤติศก
neg,pttarเทรดสนั่นวอลุ่มท่วม425ลส่องไตรมาส451อาการยังน่าห่วง
neg,ปตทรุกขายcngโรงงานอุตฯยาหอมราคาถูกกว่าน้ำมันแอลพีจี
neg,pttinprojecttosupplysteelfirmwithgasby
neg,จับประเด็นปตทหนุนโรงงานหันใช้ก๊าซธรรมชาติ
neg,ปตทจับกลุ่มโรงงานลูกค้าcngเสริมรายได้ธุรกิจก๊าซฯชดเชยlpg
neg,pttstudiesbiogasprojectsinnorth
neg,ปตทเร่งขยายฐานขายก๊าซซีเอ็นจีโรงงานอุตสาหกรรม
neg,ปตทคาดราคาlpgจะไม่ปรับสูงขึ้น
neg,ย่อยโลกเศรษฐกิจปตทนำร่องขายซีเอ็นจีให้โรงงาน
neg,ปตทเตรียมรับรู้เงินปันผลสผ55พันล้าน
neg,ปตทสผร่วมปลูกป่าชายเลน
neg,photonewscolumnbusinessscenepttexecutive
neu,ปตทต้อนโรงงานใช้ซีเอ็นจี
neu,ชีพจรโลกธุรกิจpttepแปลงลูกหนี้เป็นเงินสด
neu,ปตทคว้าเหรียญทอง5ดาวมากที่สุดปั๊มคุณภาพปลอดภัยน่าใช้
neu,โตโยต้าฮอนด้าปตทกระเป๋าแฟบหั่นงบมอเตอร์สปอร์ต
neu,รีดเงินกองทุนฯอุ้มปตทรัฐเตรียมควักจ่ายชดเชยนำเข้าlpgแทน
neu,ปตทมอบบัตรเติมน้ำมัน
neu,เส้นทางสู่เวทีโลกปตทและwhomovedmycheese
neu,ปตทดึงจีนร่วมลงทุนเดินหน้าขยายปั๊มngv
neu,ปตทสบช่องใช้ไฟฟ้าชะลอตัวต่อรองแอลเอ็นจีราคาต่ำ
neu,พิษศกซบปตทชะลอแผนก่อสร้างโครงการท่อก๊าซฯเส้นที่4อีก1ปี
neu,ปตทรับความต้องการแอลพีจีสูงเกินคาด
neu,delaysinconstructionofpowerplantsgiveptt
neu,ปตททวงบุญคุณใช้ngvอุ้มขนส่ง
neu,เร่งกฎหมายคุมเข้มถังซีเอ็นจีปตทชี้80หนุนท่อก๊าซเส้นที่4
neu,จ๊อบส์ดีบีผนึกกสิกรไทยปตทจัดมหกรรมสมัครงานออนไลน์
neu,ปตทไม่มีนโยบายลดชั่วโมงทำงานปลดพนักงานแม้รับผลกระทบทาง
neu,pttepล็อกเป็เทคโอเวอร์บ่อน้ำมันเอเชียออสซี่พยุงรายได้
neu,เลื่อนวางท่อก๊าซเส้นที่4ปตทรับพิษศกใช้ไฟลด
neu,ปตทอ้อนเจ้าของที่เห็นใจชะลอสัญญาผุดปั๊มเอ็นจีวี
neu,ปตทลดดีเซล40สตเบนซินยังน่าห่วง
neu,ปตทงัดไม้ตายสิ้นกุมภาพันธ์ทิ้งแท็กซี่เอ็นจีวี
neg,โฆษณาแฝงหน้าต่างโลกพลังงานบัตรเติมน้ำมันpttenergy
neg,pttchจ่ายปันผล1บไม่สนตัวเลขขาดทุนการันตีเงินสุดล้นมือ
neg,stockmonitorsซื้ออ่อนตัวpttepราคาเป้าหมาย110
neg,ตะกร้าข่าวปตทเสนอขายหุ้นกู้ดันมีค
neg,columnbriefsptttoissuenewdebentures
neg,ย่อยข่าวเศรษฐกิจปตทผุดหุ้นกู้ทางเลือกใหม่
neg,ชีพจรโลกธุรกิจปตทเตรียมออกหุ้นกู้มีนาคมนี้
neg,ย่อยโลกเศรษฐกิจปตทเล็งออกหุ้นกู้หาเงินลงทุน
neg,ปตทขายหุ้นกู้มีคเปิดไถ่ถอนก่อนกำหนด
neg,newsข่าวสั้นฟิทช์ฯให้เครดิตหุ้นกู้ปตทที่
neg,columnbriefpttbeginssaleof15yearbonds
neg,econsquareปตทเตรียมจัดงานออฟชอร์เอเชีย2009
neg,pttfocusesonopensource
neg,columninbriefpttbondsonsale
neg,pttepลดเงินลงทุนปีนี้บันทึก2แหล่งเพิ่ม
neg,columnbriefspttepprofitrises46tobt41
neg,columnbriefsfitchratespttsnewbonds
neg,ปตทเป๋าตุงลูกปันผลสูงสวนกำไรตก
neg,pttepnetprofitjumps21onhighersales
neg,ปตทสผเลื่อนลงทุนญวนพม่าเหตุไม่คุ้มค่าราคาน้ำมันทรุด
neg,columninbriefpttissueaaa
neg,ปตทสผสวนกระแสน้ำมันดิ่งกำไรปี51อู้ฟู่กว่า41หมื่นล้าน
neg,ปตทสผโกยกำไรปี51อู้ฟู่41หมื่นล
neu,เรกูเลเตอร์หักปตทขึ้นค่าผ่านท่อก๊าซแค่2บาทดันค่าปั่นไฟขยับ
neu,อนุมัติขึ้นค่าผ่านท่อปตท202บเชื่อมีผลภายใน3สัปดาห์หุ้น
neu,ปตทเล็งขึ้นราคาผ่านท่อก๊าซผู้บริโภคเตรียมควักค่าไฟเพิ่ม
neu,newsข่าวสั้นปตทสผจับมือดอยช์แบงก์
neu,ทหารปตทขุดน้ำมันดิบลุ้นเจอที่ชม
neu,เครือปตทผลงานปี51บักโกรกไออาร์พีซีขาดทุนหนัก18หมื่น
neu,pttshocksthemarketwith4thquarterlossof
neu,กลุ่มปตทกำไร51วูบแสนล้านเซ่นพิษเศรษฐกิจราคาน้ำมันผันผวน
neu,ปตทไตรมาส4ขาดทุน22หมื่นล้าน
neu,columnbriefspttsigns3yearhydrogendeal
neu,รายงานพิเศษปตทปรับภาพลักษณ์สู่csrมุ่งธุรกิจควบคู่
neu,ptthasrareprofitdecline
neu,โรงกลั่นเครือปตทขาดทุน27หมื่นล
neu,ปตทกำไรวูบ41ขาดทุนลูก6พันล
neu,มูดี้ส์มองลบpttar
neu,ข่าวสั้นเศรษฐกิจปตทกำไรทรุด
neu,ปตทเร่งผลิตbhdจับไฮโดรเจนสบู่ดำผสมเป็นน้ำมันดีเซล
neu,columninbriefbiglossforpttar
neu,โฆษณาแฝงหน้าต่างโลกพลังงานปตทได้รับการจัดอันดับจาก
neu,โฆษณาแฝงหน้าต่างโลกพลังงานปตทได้รับการจัดอันดับจาก
neu,ปตทกำไรลดวูบ47q4ขาดทุน22หมื่นล
neu,พลังงานยาหอมปตทคืนหนี้แอลพีจี8พันล
neu,ปตทจัดนิทรรศการcsr
pos,กลุ่มปตทใจดีปันผลทุกบริษัท3แห่งขาดทุน
pos,จับประเด็นคาดเมยเริ่มจ่ายหนี้แอลพีจีปตท
pos,pttarผลิตขาดทุน847พันลกัดฟันจ่ายปันผลหุ้นละ050บ
neg,ผลงานบจpttกำไรทรุด51หมื่นล
neg,กลุ่มโรงกลั่นปตทขาดทุนยับ
neg,เปิดตะกร้าข่าวคืนหนี้ปตท
neg,ย่อยข่าวตลาดเปิดจองหุ้นกู้ปตท
neg,newsข่าวสั้นkbankขายหุ้นกู้ปตทดอกเบี้ย568
neg,columninbriefpttbondissue
neg,ปตทรับมอบใบอนุญาต
neg,ปตทเคมิคอลหนุนโครงการบริหารจัดการน้ำระยองเร่งแก้ปัญหาการ
neg,ปตทเตรียมออกหุ้นกู้เพิ่มทางเลือกการลงทุน
neu,ปตทเล็งนำเข้าlpg3หมื่นตันโรงกลั่นแท็กทีมหยุดซ่อมบำรุง
neu,สังคมรถวันนี้ปตทรับมอบใบอนุญาต
neg,พลังงานสั่งปตทแบกแอลพีจีถึงสิ้นปี
neg,ปตทออกหุ้นกู้ทางเลือกใหม่การลงทุน
neg,pttarพร้อมรีเทิร์นพาราไซลีนตัวทำเงินมูลค่าพื้นฐาน130บาท
neg,moneyproductsหุ้นกู้ปตทจอง25มีค
neg,pttarผลงานปีนี้หมดห่วงเล็งรีไฟแนนซ์หนี้6พันล้าน
neg,newsupdateกสิกรไทยจัดจำหน่ายหุ้นกู้ปตท25มีค
neg,pttลุยปิโตรเคมี
neg,กบงคืนหนี้pttเดือนละ500ล้านปตทยิ้มสลัดภาระนำเข้าแอลพีจี
neg,pttartestingefficiencyraisinglpapplication
neg,กบงถกแผนจ่ายหนี้ก๊าซปตท2ปี
neg,กบงถกจ่ายหนี้แอลพีจีคืนปตท
neg,เล็งจ่ายหนี้เอ็นพีแอลปตท8พันล้าน
neg,ข่าวสั้นเศรษฐกิจซับน้ำตาปตท
neg,ปตทเล็งรื้อแผนลงทุนระยอง
neg,สารีร้องศาลปกครองปตทคืนทรัพย์สินไม่ครบ
neg,columnbriefspttfailedtoreturnassets
neg,กบงชดเชจนำเข้าแอลพีจีจ่ายคืนปตท2ปี8000ล้าน
neg,ปตทสั่งทบทวนลงทุนมาบตาพุดศาลสั่งพื้นที่คุมสิ่งแวดล้อมกบง
neg,กบงอนุมัติคืนหนี้แอลพีจีจ่ายปตทงวดแรก240ล
neg,กบงสั่งกองทุนฯเริ่มจ่ายหนี้ปตท
neg,ptttobereimbursedforlpgsubsidies
neg,มูลนิธิผู้บริโภคร้องศาลปกครองสอบปตทโอนทรัพย์คืนไม่ครบ
neg,กบงตั้งเพดานจ่ายหนี้ก๊าซปตท500ล้าน
neg,ร้องศาลปคไต่สวนปตททวงสมบัติชาติ18แสนล
neg,กบงไฟเขียวอุ้มปตท
neg,ปตทเคมิคอลร่วมแก้ปัญหาขาดแคลนน้ำและป้องกันอุทกภัย
neg,ย่อยข่าวเศรษฐกิจเริ่มจ่ายหนี้แอลพีจีคืนปตท
neg,เปิดตะกร้าข่าวใช้หนี้ปตท
neg,ย่อยโลกเศรษฐกิจธนารักษ์ยันปตทคืนทรัพย์แล้ว
neg,ศาลสั่งยกคำร้องngoไต่สวนทรัพย์สินปตท
neg,pttepmaycutinvestmentby10onslowingdemand
neg,pttepสั่งทบทวนแผนลงทุนใหม่ปรับลดเงินลงทุน10หนักใจราคา
neg,pttepdownsizesbudgetby10percenttofocuson
neg,ศาลยกคำร้องไต่สวนปตทคืนทรัพย์
neg,columnbriefspetitionagainstpttdismissed
neg,ศาลยกคำร้องมูลนิธิเพื่อผู้บริโภคไต่สวนคดีปตทคืนทรัพย์กคลัง
neg,รีดเงินเข้ากองทุนน้ำมันรอบ5ศาลยกคำร้องเอ็นจีโอไต่สวนปตท
neg,ชีพจรโลกธุรกิจปตทสผออกหุ้นกู้3หมื่นล้าน
neg,ย่อยโลกเศรษฐกิจยกคำร้องไต่สวนปตทคืนทรัพย์
neg,ปตทร่วมฝึกซ้อมกำจัดคราบน้ำมันระดับจังหวัด
neg,ปตทสผหั่นงบลงทุน2พันล้านบาท
neg,น้ำมันรูดฉุดปตทสผดึงราคาผลิตภัณฑ์ร่วงหั่นงบลงทุน10
neg,ปตทสผหั่นงบลงทุน10
neg,กลุ่มปตทผุดแผนส่งออกpttepเร่งพันธมิตรแหล่งm9
neg,ย่อยข่าวเศรษฐกิจปตทชี้น้ำมันปีนี้ราคาไม่
neg,ปตทรอดดาบศาลฯสั่งลุยลงทุนแสนล้าน
neg,fm102ตรงประเด็นกับกรุงเทพธุรกิจปตทยันทุก
neg,pttsccเสี่ยงคุมมาบตาพุด
neg,บริษัทหุ้นกำไร3แสนล้านปตทครองแชมป์นำโด่งอันดับแรก
neg,econsquareปตทสร้างวินัยขับขี่ปลอดภัยกทม
neg,doublestandardปตทต้องมีความมั่นคง
neg,ค้านปตทปรับขึ้นค่าผ่านท่อก๊าซ
neu,โฆษณาแฝงหน้าต่างโลกพลังงานปตทช่วยภัยแล้งเป็นปี
neu,ปตทหวั่นผู้บริโภครับผลกระทบต้นทุนสิ่งแวดล้อมเพิ่มขึ้นเดิน
neu,ปตทชนะคดีในศาลปกครอง
neu,ปตทสผรุกออกหุ้นกู้เน้นรายย่อย
neu,movementbankกสิกรไทยจับมือปตท
neu,newsข่าวสั้นค้านปตทขึ้นค่าบริการผ่านท่อส่งก๊าซ
neu,ปตทอมท่อก๊าซ32หมื่นลยังคืนไม่ครบตามคำสั่งศาล
neu,ปตทปีนี้กำไรก๊าซ5หมื่นล้านลุยลงทุนท่อย่อยเอ็นจีวีเน้น
neu,pttpttepมาแรงช่วงสั้น
neu,ความเคลื่อนไหวการลงทุนpttepเล็งออกหุ้นกู้มูลค่า3
neu,ปตทร่วมกับขนส่งจัดอบรมขับขี่ปลอดภัยมุ่งประหยัดพลังงานลด
neu,siamenergyกบงจ่ายหนี้ปตทเดือนละ500ล
neu,ปตทสผร่วมจัดงานวันรักนกเงือก
pos,“รสนา”ขู่คลังเจอข้อหาละเว้นเพิกเฉยทวงทรัพย์สินจากปตท
pos,ปตทคาดปีนี้กำไรธุรกิจน้ำมัน5พันล
pos,ปตทลังเลขึ้นโรงแยกก๊าซที่7เขตมลพิษทำยุ่งต้องรอpdp
pos,กกรจี้รัฐอุทธรณ์มาบตาพุดหวั่นกระทบการลงทนปตทแนะตั้งกก
pos,ปตทเจ๊งสต็อกน้ำมัน5พันล้าน
pos,เชสเตอร์กริลล์แตกหน่อ15แห่งปิ๊งทำเลปั๊มปตท
pos,กองทุนน้ำมันได้ฤกษ์คืนหนี้แอลพีจีให้ปตทหลังปลดภาระชดเชย
pos,pttepเทคนิคสวยลุ้นผ่าน94บาทฐานะการเงินแข็งแกร่งน่าเล่นสุด
pos,ลุ้นปลดล็อกชดเชยภาษีน้ำมันใช้หนี้แอลพีจีปตท8พันล้านบ
pos,ปตทชี้ค่าการตลาด150บาทเหมาะสม
pos,ปตทเล็งรุกแฟรนไชส์กาแฟอเมซอนปั้นพีทีทีปาร์คบริการเท่าโรงแรม
pos,pttpursuingbargainsabroad
pos,pttchemicaltradeswarilybutopentogood
pos,วิกฤติการเงิน4ยักษ์ปิโตรฯโลกยื่นข้อเสนอขายกิจการปตท
neu,โฆษณาแฝงหน้าต่างโลกพลังงานปตทเปิดบริการตรวจเช็ก
neu,ปิโตรเคมีผ่านจุดต่ำสุดปตทส่งซิกควบกิจการ
neu,ปตทหั่นงบลงทุนธุรกิจก๊าซหนีวิกฤติศกปริมาณใช้ลด
neu,pttarเบรกแผนถือหุ้นคาโปรแลคตัมไทย
neu,ปตทลุยแฟรนไชส์กาแฟอเมซอน
neu,เจาะลึกขุมทรัพย์พลังงานปตทหมกเม็ดคนไทยอุ้มบอร์ดพล
neu,รสนาเดินหน้าชนปตทจับมือคลังกพรื้อบอร์ดพลังงานทวง
neu,pttอาจได้เห็นที่134
neu,ความจริงlpgประชาชนต้องรู้ปตทมุ่งโกยโยนภาระให้คนไทย
neg,ย่อยโลกเศรษฐกิจปตทหั่นงบลงทุนธุรกิจก๊าซ
neg,ย่อยการตลาดปตทลุยแฟรนไชส์อเมซอน
neg,รงมาบตาพุดป่วนสวลไม่ยื่นอุทธรณ์ปตทย้ำไม่กระทบ
neg,ปตทรื้อแผนขยายลงทุนปั๊มเอ็นจีวี
neg,รายงานพิเศษปตทสวนกระแสเศรษฐกิจทรุดผุดปั๊มหรูร่วม80ล้าน
neg,columnbriefsptttocutbackngvstation
neg,ชีพจรโลกธุรกิจปตทหวนกับมาขายเบนซิน95
neg,pttarสบช่องน้ำมันขาขึ้น
neg,newsข่าวสั้นปตทหวนกลับมาขายเบนซิน95
neg,pttexpectssteadyoilsalesvolume
neg,โอเปกคงผลิตน้ำมันจ่อ40ดอลล์โยกเล่นtoppttchscc
neu,ย่อยโลกเศรษฐกิจปตทจัดตลาดนัดสุขภาพดี
neu,ปตทย้ำลุยต่อโรงก๊าซแห่ง7ปลายปีนี้สรุป
neu,afterrulingptttoreviewplannedbt100billion
neu,pttstickstomaptaphutinvestment
neu,ตะกร้าข่าวปตทดึงเอกชนเปิดปั๊มเอ็นจีวี
neu,ปตทจ่อพับแผนลงทุนปิโตรฯมูลค่าลงทุนกว่าแสนลเซ่นคุมมลพิษ
neu,ปตทเชื่อโรงแยกก๊าซ7ไม่สะดุดทบทวนเงินลงทุนแสนล้านมั่นใจไม่
neu,ชีพจรโลกธุรกิจปตทเร่งขยายปั๊มngvเพิ่ม
neu,ปตทรื้อแผนลงทุนมาบตาพุด
neu,ปตทลงทุนตั้งสถานีก๊าซธรรมชาติตระกูลดารกานนท์ได้รับ
neu,ปตทเบรกลงทุนมาบตาพุดแสนล้าน
neu,ปตทพับมาบตาพุดแสนล้านโวยพิษซัลเฟอร์อ่วมค่าปรับหมื่นล
